piece	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	platform	source	translator	title_text	subtitle_text	composer_text	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	staff_1_instrument	staff_1_ambitus	staff_2_instrument	staff_2_ambitus
A-MCAU_ZI1785-041_SID020	1: 4/4	1: -1	20	20	80.0	25	25	100.0	144.0	136	73	0	0	0	Zinck	"Gott, wie viel Langmuth und Geduld
"								2021-02-25	Microsoft Windows			"Gott, wie viel Langmuth und Geduld
"		Zinck	3.6.2	2.5.3	1785_VollständigeSammlung/Analysis-MusiCAU	1785_VollständigeSammlung/Analysis-MusiCAU/A-MCAU_ZI1785-041_SID020.mscz	False	36-74 (C2-D5)	Piano	60-74 (C4-D5)	Piano	36-60 (C2-C4)
A-MCAU_ZI1785-042_SID093	1: 4/4	1: 2	10	10	40.0	15	15	60.0	72.0	71	38	0	0	0	Zinck, Bendix Friedrich	Es sey mein ernstlicher Entschluß								2022-08-22	Microsoft Windows			Es sey mein ernstlicher Entschluß		Zinck, Bendix Friedrich	3.6.2	2.5.3	1785_VollständigeSammlung/Analysis-MusiCAU	1785_VollständigeSammlung/Analysis-MusiCAU/A-MCAU_ZI1785-042_SID093.mscz	False	38-74 (D2-D5)	Piano	62-74 (D4-D5)	Piano	38-57 (D2-A3)
A-MCAU_ZI1785-043_SID014	1: 4/4	1: -2	16	16	64.0	16	16	64.0	128.0	114	58	0	0	0	Zinck	"Der du, Gott, die Wahrheit bist
"								2021-02-25	Microsoft Windows			"Der du, Gott, die Wahrheit bist
"		Zinck	3.6.2	2.5.3	1785_VollständigeSammlung/Analysis-MusiCAU	1785_VollständigeSammlung/Analysis-MusiCAU/A-MCAU_ZI1785-043_SID014.mscz	False	41-74 (F2-D5)	Piano	62-74 (D4-D5)	Piano	41-58 (F2-Bb3)
A-MCAU_ZI1785-044	1: 4/4	1: 1	14	14	56.0	20	20	80.0	100.0	82	42	0	0	0	Zinck, Benedix Friedrich	Gott ist getreu; sein Hertz								2022-08-02	Microsoft Windows			Gott ist getreu; sein Hertz	ZI1785-044	Zinck, Benedix Friedrich	3.6.2	2.5.3	1785_VollständigeSammlung/Analysis-MusiCAU	1785_VollständigeSammlung/Analysis-MusiCAU/A-MCAU_ZI1785-044.mscz	False	38-76 (D2-E5)	Piano	66-76 (F#4-E5)	Piano	38-57 (D2-A3)
A-MCAU_ZI1785-045_SID004	1: 4/4	1: 1	13	13	52.0	18	18	72.0	94.0	90	49	0	0	0	Zinck	"Allein Gott in der Höh sey Ehr
"								2021-02-25	Microsoft Windows			"Allein Gott in der Höh sey Ehr
"		Zinck	3.6.2	2.5.3	1785_VollständigeSammlung/Analysis-MusiCAU	1785_VollständigeSammlung/Analysis-MusiCAU/A-MCAU_ZI1785-045_SID004.mscz	False	38-74 (D2-D5)	Piano	67-74 (G4-D5)	Piano	38-55 (D2-G3)
A-MCAU_ZI1785-046_SID084	1: 4/4	1: -1	25	25	100.0	25	25	100.0	192.0	178	92	0	0	0	Zinck, Bendix Friedrich	Wir gläuben all' an einen Gott								2021-04-09	Microsoft Windows			Wir gläuben all' an einen Gott		Zinck, Bendix Friedrich	3.6.2	2.5.3	1785_VollständigeSammlung/Analysis-MusiCAU	1785_VollständigeSammlung/Analysis-MusiCAU/A-MCAU_ZI1785-046_SID084.mscz	False	38-77 (D2-F5)	Piano	62-77 (D4-F5)	Piano	38-57 (D2-A3)
A-MCAU_ZI1785-047_SID096	1: 4/4	1: 0	23	23	92.0	33	33	132.0	166.0	158	86	0	0	0	Zinck, Bendix Friedrich	Ich gläub an Gott, den Einigen								2022-08-22	Microsoft Windows			Ich gläub an Gott, den Einigen		Zinck, Bendix Friedrich	3.6.2	2.5.3	1785_VollständigeSammlung/Analysis-MusiCAU	1785_VollständigeSammlung/Analysis-MusiCAU/A-MCAU_ZI1785-047_SID096.mscz	False	36-76 (C2-E5)	Piano	60-76 (C4-E5)	Piano	36-57 (C2-A3)
A-MCAU_ZI1785-048a	1: 4/4	1: -2	19	19	76.0	19	19	76.0	138.0	118	62	0	0	0	Zinck, Benedix Friedrich	Preis sey dem Vater								2022-08-02	Microsoft Windows			Preis sey dem Vater	ZI1785-048a	Zinck, Benedix Friedrich	3.6.2	2.5.3	1785_VollständigeSammlung/Analysis-MusiCAU	1785_VollständigeSammlung/Analysis-MusiCAU/A-MCAU_ZI1785-048a.mscz	False	38-74 (D2-D5)	Piano	66-74 (F#4-D5)	Piano	38-58 (D2-Bb3)
A-MCAU_ZI1785-048b	1: 4/4	1: 2	19	19	76.0	19	19	76.0	138.0	123	62	0	0	0	Zinck, Benedix Friedrich	Preis sey dem Vater								2022-08-02	Microsoft Windows			Preis sey dem Vater	ZI1785-048b	Zinck, Benedix Friedrich	3.6.2	2.5.3	1785_VollständigeSammlung/Analysis-MusiCAU	1785_VollständigeSammlung/Analysis-MusiCAU/A-MCAU_ZI1785-048b.mscz	False	38-76 (D2-E5)	Piano	62-76 (D4-E5)	Piano	38-57 (D2-A3)
A-MCAU_ZI1785-049_SID045	1: 4/4	1: 1	25	25	100.0	25	25	100.0	180.0	178	97	0	0	0	Zinck	"Lob, Preis und Ehre bringen wir
"								2021-03-10	Microsoft Windows			"Lob, Preis und Ehre bringen wir
"		Zinck	3.6.2	2.5.3	1785_VollständigeSammlung/Analysis-MusiCAU	1785_VollständigeSammlung/Analysis-MusiCAU/A-MCAU_ZI1785-049_SID045.mscz	False	42-76 (F#2-E5)	Piano	62-76 (D4-E5)	Piano	42-57 (F#2-A3)
A-MCAU_ZI1785-050_SID030	1: 4/4	1: 1	11	11	44.0	11	11	44.0	80.0	75	40	0	0	0	Zinck	"Preis ihm, er schuf und er erhält
"								2021-02-25	Microsoft Windows			"Preis ihm, er schuf und er erhält
"		Zinck	3.6.2	2.5.3	1785_VollständigeSammlung/Analysis-MusiCAU	1785_VollständigeSammlung/Analysis-MusiCAU/A-MCAU_ZI1785-050_SID030.mscz	False	38-76 (D2-E5)	Piano	62-76 (D4-E5)	Piano	38-55 (D2-G3)
A-MCAU_ZI1785-051	1: 4/4	1: -2	17	17	68.0	20	20	80.0	136.0	123	65	0	0	0	Zinck, Benedix Friedrich	Tief anbetend, tief im Staube								2022-08-02	Microsoft Windows			Tief anbetend, tief im Staube	ZI1785-051	Zinck, Benedix Friedrich	3.6.2	2.5.3	1785_VollständigeSammlung/Analysis-MusiCAU	1785_VollständigeSammlung/Analysis-MusiCAU/A-MCAU_ZI1785-051.mscz	False	38-75 (D2-Eb5)	Piano	62-75 (D4-Eb5)	Piano	38-58 (D2-Bb3)
A-MCAU_ZI1785-052	1: 4/4	1: -3	20	20	80.0	29	29	116.0	146.0	138	74	0	0	0	Zinck, Benedix Friedrich	Erheb, erheb, o meine Seele								2022-08-02	Microsoft Windows			Erheb, erheb, o meine Seele	ZI1785-052	Zinck, Benedix Friedrich	3.6.2	2.5.3	1785_VollständigeSammlung/Analysis-MusiCAU	1785_VollständigeSammlung/Analysis-MusiCAU/A-MCAU_ZI1785-052.mscz	False	39-75 (Eb2-Eb5)	Piano	62-75 (D4-Eb5)	Piano	39-58 (Eb2-Bb3)
A-MCAU_ZI1785-053_SID034	1: 4/4	1: 0	104	104	416.0	104	104	416.0	828.0	896	490	0	0	0	Zinck, Bendix Friedrich	Es war noch keine Zeit								2021-10-23	Microsoft Windows			Es war noch keine Zeit		Zinck, Bendix Friedrich	3.6.2	2.5.3	1785_VollständigeSammlung/Analysis-MusiCAU	1785_VollständigeSammlung/Analysis-MusiCAU/A-MCAU_ZI1785-053_SID034.mscz	False	38-74 (D2-D5)	Piano	60-74 (C4-D5)	Piano	38-57 (D2-A3)
A-MCAU_ZI1785-054	1: 3/4, 5: 4/4, 8: 3/4, 12: 4/4	1: 2	14	14	48.0	14	14	48.0	92.0	80	42	0	0	0	Zinck, Benedix Friedrich	Die Himmel rühmen des Ewigen Ehre								2022-06-24	Microsoft Windows			Die Himmel rühmen des Ewigen Ehre	ZI1785-054	Zinck, Benedix Friedrich	3.6.2	2.5.3	1785_VollständigeSammlung/Analysis-MusiCAU	1785_VollständigeSammlung/Analysis-MusiCAU/A-MCAU_ZI1785-054.mscz	False	38-78 (D2-F#5)	Piano	62-78 (D4-F#5)	Piano	38-57 (D2-A3)
A-MCAU_ZI1785-055a_SID095	1: 4/4	1: 2	15	15	60.0	20	20	80.0	120.0	106	56	0	0	0	Zinck, Bendix Friedrich	Wenn wir unsern Lauf vollenden								2022-08-24	Microsoft Windows			Wenn wir unsern Lauf vollenden [Melodie a]		Zinck, Bendix Friedrich	3.6.2	2.5.3	1785_VollständigeSammlung/Analysis-MusiCAU	1785_VollständigeSammlung/Analysis-MusiCAU/A-MCAU_ZI1785-055a_SID095.mscz	False	38-76 (D2-E5)	Piano	62-76 (D4-E5)	Piano	38-57 (D2-A3)
A-MCAU_ZI1785-055b	1: 4/4	1: 3	12	12	48.0	16	16	64.0	96.0	93	48	0	0	0	Zinck, Bendix Friedrich	Wenn wir unsern Lauf vollenden								2022-06-27	Microsoft Windows			Wenn wir unsern Lauf vollenden	ZI1785-055b	Zinck, Bendix Friedrich	3.6.2	2.5.3	1785_VollständigeSammlung/Analysis-MusiCAU	1785_VollständigeSammlung/Analysis-MusiCAU/A-MCAU_ZI1785-055b.mscz	False	40-76 (E2-E5)	Piano	64-76 (E4-E5)	Piano	40-57 (E2-A3)
A-MCAU_ZI1785-055c_SID097	1: 4/4	1: -2	15	15	60.0	20	20	80.0	120.0	103	53	0	0	0	Zinck, Bendix Friedrich	Wenn wir unsern Lauf vollenden [Melodie c]								2022-08-24	Microsoft Windows			Wenn wir unsern Lauf vollenden [Melodie c]		Zinck, Bendix Friedrich	3.6.2	2.5.3	1785_VollständigeSammlung/Analysis-MusiCAU	1785_VollständigeSammlung/Analysis-MusiCAU/A-MCAU_ZI1785-055c_SID097.mscz	False	36-75 (C2-Eb5)	Piano	65-75 (F4-Eb5)	Piano	36-58 (C2-Bb3)
A-MCAU_ZI1785-056_SID041	1: 4/4	1: 1	16	16	64.0	21	21	84.0	116.0	114	60	0	0	0	Zinck	"Aus Erde ward mein Leib erbaut
"								2021-03-10	Microsoft Windows			"Aus Erde ward mein Leib erbaut
"		Zinck	3.6.2	2.5.3	1785_VollständigeSammlung/Analysis-MusiCAU	1785_VollständigeSammlung/Analysis-MusiCAU/A-MCAU_ZI1785-056_SID041.mscz	False	38-76 (D2-E5)	Piano	62-76 (D4-E5)	Piano	38-55 (D2-G3)
A-MCAU_ZI1785-057_SID081	1: 4/4	1: 2	16	16	64.0	24	24	96.0	122.0	114	61	0	0	0	Zinck, Bendix Friedrich	Fleuch auf mein Psalm, mein								2021-04-09	Microsoft Windows			Fleuch auf mein Psalm, mein		Zinck, Bendix Friedrich	3.6.0	2.5.3	1785_VollständigeSammlung/Analysis-MusiCAU	1785_VollständigeSammlung/Analysis-MusiCAU/A-MCAU_ZI1785-057_SID081.mscz	False	38-74 (D2-D5)	Piano	62-74 (D4-D5)	Piano	38-57 (D2-A3)
A-MCAU_ZI1785-058	1: 4/4	1: -2	16	16	64.0	16	16	64.0	116.0	105	54	0	0	0	Zinck, Benedix Friedrich	Anbetung, Jubel und Gesang								2022-08-02	Microsoft Windows			Anbetung, Jubel und Gesang	ZI1785-058	Zinck, Benedix Friedrich	3.6.2	2.5.3	1785_VollständigeSammlung/Analysis-MusiCAU	1785_VollständigeSammlung/Analysis-MusiCAU/A-MCAU_ZI1785-058.mscz	False	36-77 (C2-F5)	Piano	63-77 (Eb4-F5)	Piano	36-58 (C2-Bb3)
A-MCAU_ZI1785-059a_SID076	1: 4/4	1: -2	7	7	28.0	7	7	28.0	52.0	48	24	0	0	0	Zinck, Bendix Friedrich	Lobt unsern Gott mit frölichem Gemüthe								2021-04-12	Microsoft Windows			Lobt unsern Gott mit frölichem Gemüthe		Zinck, Bendix Friedrich	3.6.2	2.5.3	1785_VollständigeSammlung/Analysis-MusiCAU	1785_VollständigeSammlung/Analysis-MusiCAU/A-MCAU_ZI1785-059a_SID076.mscz	False	38-74 (D2-D5)	Piano	67-74 (G4-D5)	Piano	38-55 (D2-G3)
A-MCAU_ZI1785-059b	1: 4/4	1: 2	7	7	28.0	7	7	28.0	52.0	51	27	0	0	0	Zinck, Bendix Friedrich	Was Lobes solln wir dir, o Vater singen								2023-07-24	Microsoft Windows			Was Lobes solln wir dir, o Vater singen	ZI1785-059b	Zinck, Bendix Friedrich	3.6.2	2.5.3	1785_VollständigeSammlung/Analysis-MusiCAU	1785_VollständigeSammlung/Analysis-MusiCAU/A-MCAU_ZI1785-059b.mscz	False	38-76 (D2-E5)	Piano	62-76 (D4-E5)	Piano	38-57 (D2-A3)
A-MCAU_ZI1785-060_SID069	1: 4/4	1: -1	15	15	60.0	15	15	60.0	108.0	110	59	0	0	0	Zinck, Bendix Friedrich	Gott, deine weise Macht erhält								2021-04-12	Microsoft Windows			Gott, deine weise Macht erhält		Zinck, Bendix Friedrich	3.6.2	2.5.3	1785_VollständigeSammlung/Analysis-MusiCAU	1785_VollständigeSammlung/Analysis-MusiCAU/A-MCAU_ZI1785-060_SID069.mscz	False	36-77 (C2-F5)	Piano	62-77 (D4-F5)	Piano	36-57 (C2-A3)
